age,gender,race,education,occupation,hours_per_week,capital_gain,capital_loss,predicted_label,true_label
38,Male,Black,Some-college,Other-service,45,0,0,0,0
56,Male,White,HS-grad,Other-service,30,0,0,0,0
53,Female,Black,HS-grad,Craft-repair,23,0,0,0,0
50,Male,White,Some-college,Sales,45,0,0,0,0
47,Female,White,HS-grad,Exec-managerial,57,0,0,0,0
54,Male,White,Some-college,Adm-clerical,30,0,0,0,0
40,Male,White,HS-grad,Craft-repair,52,0,0,0,0
27,Female,White,HS-grad,Craft-repair,40,0,0,0,0
22,Male,White,HS-grad,Prof-specialty,26,0,0,0,0
53,Female,White,Masters,Craft-repair,28,0,0,1,1
51,Male,Amer-Indian-Eskimo,HS-grad,Adm-clerical,40,0,0,0,0
48,Female,White,Bachelors,Exec-managerial,35,0,0,1,1
27,Male,White,HS-grad,Prof-specialty,26,0,0,0,0
36,Male,Black,Bachelors,Adm-clerical,23,0,0,0,0
49,Female,White,Some-college,Other-service,31,0,0,0,0
18,Male,White,Some-college,Craft-repair,41,0,0,0,0
22,Female,White,HS-grad,Sales,39,0,0,0,0
62,Female,White,Doctorate,Other-service,34,0,0,1,1
21,Female,White,HS-grad,Sales,42,19935,0,0,0
33,Female,White,Masters,Adm-clerical,50,0,0,1,1
41,Male,White,Some-college,Exec-managerial,43,0,0,0,0
33,Male,White,Some-college,Sales,38,0,0,0,0
19,Male,White,HS-grad,Adm-clerical,49,0,0,0,0
45,Male,White,Some-college,Prof-specialty,30,0,1984,0,1
49,Male,White,HS-grad,Craft-repair,37,0,0,0,0
44,Male,White,Some-college,Exec-managerial,37,0,0,0,0
37,Male,White,Bachelors,Exec-managerial,27,0,0,1,1
41,Male,White,Masters,Prof-specialty,35,0,0,1,1
29,Male,White,Masters,Exec-managerial,19,0,0,1,1
52,Female,White,Masters,Adm-clerical,59,0,0,1,1
50,Male,Asian-Pac-Islander,Bachelors,Exec-managerial,30,0,0,1,1
50,Male,White,Some-college,Exec-managerial,55,0,0,1,1
60,Female,White,Bachelors,Exec-managerial,40,0,0,0,1
54,Male,White,Masters,Adm-clerical,45,0,0,1,1
29,Female,White,Bachelors,Other-service,35,0,0,0,0
20,Male,White,HS-grad,Craft-repair,42,0,0,0,0
18,Male,White,HS-grad,Sales,46,0,0,0,0
50,Female,White,HS-grad,Other-service,46,0,0,0,0
57,Female,Black,Bachelors,Exec-managerial,47,0,0,1,1
27,Male,White,Bachelors,Prof-specialty,36,0,0,1,1
60,Female,White,HS-grad,Prof-specialty,35,0,0,0,0
61,Male,White,Some-college,Adm-clerical,24,0,0,0,0
46,Male,White,Some-college,Craft-repair,45,0,0,0,0
30,Male,Black,Bachelors,Exec-managerial,50,0,0,1,1
29,Male,Black,HS-grad,Adm-clerical,56,0,0,0,0
48,Male,White,Bachelors,Sales,43,0,0,1,0
63,Female,Black,Bachelors,Craft-repair,32,14217,0,0,1
19,Male,White,Masters,Craft-repair,23,0,0,1,1
52,Male,Black,Masters,Adm-clerical,50,0,0,1,1
40,Male,White,Bachelors,Other-service,22,0,0,0,1
34,Female,White,Bachelors,Prof-specialty,36,0,0,0,1
43,Female,White,Bachelors,Other-service,37,0,0,0,0
25,Female,White,Some-college,Craft-repair,39,0,0,0,0
46,Female,White,Some-college,Prof-specialty,40,0,0,0,0
43,Female,White,Bachelors,Craft-repair,41,0,0,0,0
27,Female,White,Bachelors,Craft-repair,15,0,529,0,0
43,Female,White,Some-college,Craft-repair,40,0,0,0,0
51,Male,White,Some-college,Sales,17,0,0,0,0
58,Male,White,HS-grad,Prof-specialty,47,0,0,0,0
24,Male,White,Bachelors,Sales,34,0,0,0,1
21,Male,White,Bachelors,Prof-specialty,18,0,0,1,1
62,Male,White,Masters,Sales,31,0,0,1,1
28,Male,White,HS-grad,Sales,34,0,0,0,0
46,Female,White,Bachelors,Sales,51,0,0,0,1
53,Male,White,Masters,Adm-clerical,41,17134,0,1,1
42,Female,White,Bachelors,Sales,43,0,0,0,0
38,Female,White,Some-college,Other-service,51,0,0,0,0
53,Female,White,HS-grad,Other-service,39,0,0,0,0
27,Female,White,Bachelors,Craft-repair,47,0,0,1,1
54,Female,White,Masters,Exec-managerial,46,0,0,1,1
26,Male,White,HS-grad,Sales,27,1602,0,0,0
41,Male,White,Some-college,Exec-managerial,54,0,0,1,1
52,Male,White,HS-grad,Exec-managerial,25,9496,0,0,1
52,Female,White,HS-grad,Craft-repair,49,0,0,0,0
53,Female,White,Doctorate,Exec-managerial,24,0,0,1,1
35,Female,White,HS-grad,Exec-managerial,46,0,1163,0,0
56,Male,White,Some-college,Other-service,58,0,0,0,0
49,Male,White,HS-grad,Exec-managerial,37,0,0,0,0
41,Male,White,HS-grad,Prof-specialty,37,0,0,0,0
40,Male,White,Bachelors,Sales,46,0,0,1,1
49,Male,White,HS-grad,Sales,36,0,0,0,0
54,Male,White,Some-college,Exec-managerial,58,0,0,0,1
29,Female,White,Some-college,Craft-repair,41,0,0,0,0
30,Male,White,Bachelors,Prof-specialty,36,0,0,1,1
40,Male,White,Bachelors,Craft-repair,34,0,0,1,1
42,Female,White,Some-college,Craft-repair,30,0,0,0,0
52,Male,White,Some-college,Exec-managerial,33,0,0,0,0
58,Male,White,Bachelors,Adm-clerical,36,16164,0,1,1
47,Male,Black,HS-grad,Exec-managerial,35,0,0,0,0
34,Male,White,HS-grad,Other-service,33,0,0,0,0
37,Male,White,Some-college,Adm-clerical,60,0,1633,0,0
42,Male,White,Bachelors,Prof-specialty,29,0,0,1,1
39,Male,White,Bachelors,Adm-clerical,41,0,0,0,1
30,Male,White,Some-college,Exec-managerial,45,0,3778,1,1
36,Male,White,Bachelors,Exec-managerial,46,0,3961,1,1
53,Female,White,HS-grad,Craft-repair,39,0,0,0,0
29,Male,White,HS-grad,Exec-managerial,37,0,0,0,0
58,Female,White,HS-grad,Other-service,44,0,0,0,0
36,Male,Asian-Pac-Islander,HS-grad,Exec-managerial,42,0,0,0,0
29,Male,White,HS-grad,Sales,37,0,0,0,0
26,Female,Black,Bachelors,Sales,24,3495,0,0,0
24,Male,Black,Masters,Craft-repair,35,0,0,1,1
45,Male,White,Some-college,Adm-clerical,28,0,0,0,0
31,Male,White,Some-college,Adm-clerical,33,0,0,0,0
48,Male,White,Bachelors,Sales,40,0,0,0,1
36,Female,White,Bachelors,Other-service,43,0,0,0,0
64,Female,White,HS-grad,Prof-specialty,57,0,0,0,0
33,Male,White,HS-grad,Other-service,34,0,0,0,0
22,Male,White,HS-grad,Sales,47,0,0,0,0
52,Male,White,Masters,Other-service,43,0,0,1,1
29,Female,White,Bachelors,Prof-specialty,52,0,0,1,1
42,Female,White,Bachelors,Adm-clerical,45,0,0,0,1
38,Female,White,HS-grad,Sales,29,0,0,0,0
53,Male,White,Masters,Exec-managerial,22,0,0,1,1
40,Female,White,Bachelors,Prof-specialty,43,0,0,0,1
33,Male,White,Masters,Prof-specialty,34,0,0,1,1
56,Male,White,HS-grad,Prof-specialty,30,0,0,0,0
62,Female,White,Some-college,Adm-clerical,27,0,0,0,0
59,Male,White,Some-college,Other-service,41,0,0,0,0
56,Female,White,HS-grad,Craft-repair,55,0,0,0,0
31,Male,White,Bachelors,Exec-managerial,35,0,0,1,1
48,Female,White,HS-grad,Sales,45,0,0,0,0
22,Male,Black,Bachelors,Other-service,38,0,0,0,0
52,Male,White,Masters,Prof-specialty,27,0,0,1,1
40,Male,White,Some-college,Adm-clerical,47,0,0,0,0
46,Male,White,Masters,Prof-specialty,29,0,0,1,1
60,Male,White,Some-college,Other-service,40,0,0,0,0
28,Male,White,HS-grad,Sales,36,0,0,0,0
35,Male,White,Bachelors,Exec-managerial,48,0,0,1,1
64,Male,Other,Doctorate,Prof-specialty,29,0,0,1,1
29,Male,White,HS-grad,Adm-clerical,43,0,0,0,0
26,Male,White,Masters,Adm-clerical,31,0,0,1,1
27,Female,White,HS-grad,Craft-repair,34,0,0,0,0
61,Female,White,Bachelors,Adm-clerical,10,0,0,0,0
34,Male,White,Some-college,Craft-repair,60,0,0,0,1
55,Male,White,Bachelors,Exec-managerial,45,0,0,1,1
24,Female,White,Some-college,Sales,32,0,0,0,0
63,Male,White,Some-college,Craft-repair,28,0,0,0,0
30,Male,White,Some-college,Prof-specialty,35,19495,0,1,1
57,Male,White,Masters,Other-service,47,0,0,1,1
59,Male,White,Masters,Prof-specialty,21,0,0,1,1
26,Male,White,Some-college,Sales,38,0,837,0,0
44,Male,White,HS-grad,Adm-clerical,57,0,0,0,0
19,Male,Asian-Pac-Islander,HS-grad,Other-service,28,0,0,0,0
22,Male,White,Masters,Prof-specialty,40,0,0,1,1
46,Male,White,HS-grad,Other-service,62,0,0,0,0
54,Male,White,HS-grad,Craft-repair,46,0,0,0,0
55,Male,White,HS-grad,Sales,41,0,0,0,0
36,Male,White,Masters,Prof-specialty,45,0,0,1,1
25,Female,Asian-Pac-Islander,Some-college,Adm-clerical,35,0,0,0,0
62,Male,White,Bachelors,Other-service,52,0,0,1,1
18,Male,White,Some-college,Adm-clerical,36,0,0,0,0
39,Male,White,Masters,Other-service,20,0,0,1,1
34,Female,White,Some-college,Prof-specialty,36,0,0,0,0
24,Male,White,Masters,Sales,30,0,0,1,1
42,Male,White,Some-college,Exec-managerial,37,0,0,0,0
62,Female,Black,Bachelors,Prof-specialty,37,0,0,0,1
21,Male,Black,Some-college,Adm-clerical,51,0,0,0,0
53,Female,White,Bachelors,Exec-managerial,46,0,1332,1,1
23,Male,White,Some-college,Sales,42,0,0,0,0
48,Female,White,Some-college,Adm-clerical,39,0,0,0,0
36,Female,Black,HS-grad,Sales,29,0,0,0,0
61,Female,White,Bachelors,Other-service,18,0,0,0,0
56,Male,White,Some-college,Prof-specialty,41,0,0,0,0
44,Male,White,HS-grad,Sales,47,0,0,0,0
27,Female,White,Some-college,Adm-clerical,38,0,0,0,0
43,Female,White,Bachelors,Prof-specialty,34,0,0,0,1
36,Female,White,Bachelors,Adm-clerical,44,10572,0,1,1
56,Male,White,Some-college,Adm-clerical,39,0,0,0,0
20,Female,White,Masters,Exec-managerial,56,0,0,1,1
62,Male,White,Some-college,Craft-repair,52,0,0,0,0
30,Male,Black,HS-grad,Sales,49,0,0,0,0
45,Male,White,Masters,Sales,47,0,305,1,1
37,Male,White,Masters,Exec-managerial,27,0,0,1,1
45,Female,White,Masters,Other-service,46,0,0,1,1
25,Male,White,Masters,Sales,43,0,0,1,1
58,Male,White,Masters,Exec-managerial,46,0,0,1,1
56,Male,White,HS-grad,Sales,44,0,0,0,0
18,Male,White,HS-grad,Sales,44,0,0,0,0
20,Male,White,Some-college,Adm-clerical,67,0,0,0,0
30,Male,White,Bachelors,Exec-managerial,39,0,0,1,1
45,Male,White,Masters,Other-service,49,6561,0,1,1
42,Female,White,Bachelors,Sales,35,0,0,0,0
50,Female,White,Masters,Other-service,47,0,0,1,1
55,Male,White,Doctorate,Craft-repair,49,0,0,1,1
23,Male,White,Bachelors,Exec-managerial,43,0,0,1,1
61,Male,White,Bachelors,Exec-managerial,56,0,0,1,1
62,Female,White,Bachelors,Exec-managerial,31,0,0,1,1
49,Male,Asian-Pac-Islander,Masters,Adm-clerical,35,0,1445,1,1
62,Male,White,Some-college,Exec-managerial,42,0,0,0,0
64,Male,White,Bachelors,Adm-clerical,48,0,0,1,1
38,Female,White,Doctorate,Craft-repair,41,0,1099,1,1
33,Male,White,HS-grad,Prof-specialty,52,0,0,0,0
38,Male,White,HS-grad,Adm-clerical,33,0,0,0,0
28,Female,White,Some-college,Sales,28,0,0,0,0
54,Female,White,HS-grad,Exec-managerial,43,0,0,0,0
53,Female,Black,HS-grad,Prof-specialty,39,0,0,0,0
52,Male,White,Bachelors,Adm-clerical,45,0,0,1,1
36,Female,White,Bachelors,Other-service,39,0,0,0,0
37,Female,Black,HS-grad,Other-service,36,0,0,0,0
35,Female,White,Bachelors,Sales,39,0,0,0,0
64,Female,White,Masters,Prof-specialty,40,0,0,1,1
58,Female,White,HS-grad,Craft-repair,36,0,0,0,0
31,Male,White,HS-grad,Adm-clerical,37,0,0,0,0
32,Male,White,Bachelors,Other-service,35,17762,0,0,1
48,Female,White,HS-grad,Other-service,48,0,0,0,0
18,Male,White,Masters,Adm-clerical,41,0,0,1,1
20,Male,White,Some-college,Other-service,62,0,0,0,0
33,Male,White,Bachelors,Craft-repair,41,3989,0,1,0
40,Female,White,Some-college,Other-service,34,0,0,0,0
28,Male,White,Masters,Adm-clerical,66,0,0,1,1
29,Female,Black,Masters,Exec-managerial,44,0,0,1,1
27,Male,White,HS-grad,Other-service,49,0,0,0,0
49,Male,White,Bachelors,Adm-clerical,45,0,0,1,1
33,Male,White,Bachelors,Exec-managerial,46,0,0,1,1
25,Male,White,Masters,Other-service,45,0,0,1,1
55,Male,White,HS-grad,Other-service,28,0,1392,0,0
29,Male,White,Some-college,Adm-clerical,43,0,0,0,0
41,Male,Amer-Indian-Eskimo,HS-grad,Sales,26,0,2065,0,0
45,Female,Black,Bachelors,Sales,38,0,0,0,0
25,Male,Black,Doctorate,Prof-specialty,32,0,0,1,1
45,Male,Black,HS-grad,Sales,43,0,0,0,0
53,Male,White,HS-grad,Craft-repair,43,0,0,0,0
43,Male,White,Masters,Prof-specialty,44,0,0,1,1
25,Male,Black,Some-college,Sales,42,0,0,0,0
45,Female,White,Some-college,Exec-managerial,33,0,0,0,0
45,Female,Asian-Pac-Islander,Masters,Adm-clerical,37,0,0,1,1
54,Female,White,Masters,Sales,49,0,0,1,1
58,Male,White,Some-college,Exec-managerial,50,0,0,1,1
53,Male,White,HS-grad,Prof-specialty,28,0,0,0,0
44,Male,Black,Bachelors,Adm-clerical,24,0,0,0,0
34,Male,White,HS-grad,Sales,32,0,0,0,0
26,Male,White,Bachelors,Prof-specialty,50,0,0,1,1
50,Male,White,Masters,Sales,52,0,0,1,1
37,Male,White,Masters,Prof-specialty,30,0,0,1,1
30,Female,White,Masters,Sales,43,0,0,0,1
45,Male,White,Bachelors,Exec-managerial,58,0,0,1,1
46,Male,White,Doctorate,Craft-repair,44,0,0,1,1
30,Male,White,HS-grad,Exec-managerial,54,0,0,0,0
63,Female,White,Masters,Adm-clerical,49,0,0,1,1
52,Male,White,Masters,Sales,30,0,0,1,1
23,Male,White,HS-grad,Craft-repair,38,0,0,0,0
35,Female,White,Bachelors,Craft-repair,40,0,505,0,0
22,Male,Asian-Pac-Islander,Bachelors,Adm-clerical,41,0,0,1,1
64,Male,White,Some-college,Adm-clerical,49,0,0,0,0
42,Male,White,Some-college,Craft-repair,44,0,0,0,0
19,Male,White,Masters,Adm-clerical,10,0,0,1,1
27,Male,White,Bachelors,Adm-clerical,26,0,0,1,1
47,Male,White,HS-grad,Sales,18,0,0,0,0
62,Male,White,Doctorate,Exec-managerial,41,0,0,1,1
22,Male,White,Some-college,Other-service,42,0,0,0,0
50,Male,White,Bachelors,Prof-specialty,42,0,0,1,1
18,Female,White,Bachelors,Craft-repair,30,0,0,0,0
35,Male,White,Doctorate,Prof-specialty,46,0,0,1,1
49,Male,White,HS-grad,Craft-repair,47,18778,0,0,0
64,Female,White,HS-grad,Craft-repair,27,0,0,0,0
28,Female,White,Bachelors,Exec-managerial,25,0,0,0,1
38,Female,Black,HS-grad,Craft-repair,39,0,0,0,0
43,Male,White,Some-college,Craft-repair,57,0,0,0,0
42,Female,White,Some-college,Exec-managerial,56,0,0,0,0
39,Male,White,Masters,Adm-clerical,45,0,0,1,1
44,Male,Black,HS-grad,Other-service,32,0,0,0,0
30,Male,White,Bachelors,Prof-specialty,48,0,0,1,1
50,Female,White,HS-grad,Craft-repair,35,0,0,0,0
51,Male,White,HS-grad,Exec-managerial,32,0,0,0,0
58,Male,Asian-Pac-Islander,Masters,Craft-repair,18,0,0,1,1
52,Male,White,HS-grad,Exec-managerial,41,0,0,0,0
18,Male,White,Bachelors,Prof-specialty,33,0,109,1,1
38,Female,White,Bachelors,Sales,40,0,0,0,1
23,Male,White,HS-grad,Adm-clerical,17,2343,0,0,0
45,Male,White,Bachelors,Sales,41,0,0,0,1
34,Female,White,Bachelors,Exec-managerial,15,0,0,0,1
22,Male,Black,Some-college,Craft-repair,50,0,2433,0,0
48,Female,White,HS-grad,Adm-clerical,45,0,314,0,0
22,Female,White,HS-grad,Prof-specialty,37,0,0,0,0
55,Female,White,Some-college,Other-service,45,0,0,0,0
20,Female,White,Some-college,Adm-clerical,30,0,0,0,0
40,Male,White,Masters,Craft-repair,40,0,0,1,1
54,Male,White,Some-college,Sales,47,0,0,1,1
54,Male,White,HS-grad,Exec-managerial,10,0,0,0,0
27,Male,White,HS-grad,Sales,35,5355,0,0,0
27,Male,White,HS-grad,Adm-clerical,39,0,0,0,0
36,Male,White,Masters,Other-service,38,0,0,1,1
34,Female,White,Masters,Craft-repair,54,0,0,1,1
38,Male,White,HS-grad,Exec-managerial,28,0,0,0,0
31,Male,White,Bachelors,Craft-repair,33,0,0,0,1
26,Male,White,Masters,Craft-repair,20,0,0,1,1
63,Male,White,Bachelors,Other-service,55,12865,0,1,1
18,Female,White,Masters,Adm-clerical,37,0,0,1,1
62,Male,Asian-Pac-Islander,Masters,Sales,35,0,0,1,1
30,Male,White,Doctorate,Craft-repair,39,0,0,1,1
21,Male,Black,Some-college,Craft-repair,46,0,0,0,0
18,Male,White,Some-college,Craft-repair,43,0,0,0,0
57,Male,Black,HS-grad,Exec-managerial,66,0,0,0,0
49,Female,White,Doctorate,Craft-repair,44,0,0,1,1
51,Male,White,Masters,Craft-repair,35,0,0,1,1
45,Male,White,Bachelors,Adm-clerical,34,0,0,1,1
48,Male,White,Bachelors,Craft-repair,36,0,0,1,0
25,Female,Asian-Pac-Islander,HS-grad,Other-service,24,19497,0,0,0
56,Female,White,HS-grad,Other-service,40,0,0,0,0
43,Male,White,Masters,Craft-repair,47,0,1878,1,1
51,Male,Black,Some-college,Other-service,33,0,0,0,0
20,Female,White,Bachelors,Adm-clerical,31,5123,0,0,1
29,Female,White,Bachelors,Exec-managerial,55,0,0,1,1
18,Female,White,Some-college,Other-service,25,0,0,0,0
61,Female,Black,Bachelors,Other-service,19,0,0,0,0
22,Male,White,HS-grad,Sales,28,0,0,0,0
47,Male,White,Masters,Adm-clerical,24,0,0,1,1
47,Female,White,HS-grad,Other-service,43,0,0,0,0
34,Female,White,Bachelors,Exec-managerial,36,0,0,0,1
64,Male,White,Bachelors,Sales,37,0,0,1,0
40,Male,Black,Bachelors,Craft-repair,51,0,0,0,1
32,Female,Black,Masters,Adm-clerical,33,0,0,0,0
54,Male,White,HS-grad,Other-service,47,0,0,0,0
38,Female,White,Bachelors,Craft-repair,55,0,0,0,1
31,Male,White,Masters,Adm-clerical,35,0,0,1,1
19,Male,White,Some-college,Sales,47,0,2052,0,0
28,Male,White,Bachelors,Other-service,37,0,0,1,1
56,Male,Black,HS-grad,Exec-managerial,49,0,0,0,0
55,Male,White,Masters,Adm-clerical,24,0,0,1,1
51,Male,White,HS-grad,Exec-managerial,23,0,0,0,0
55,Female,White,HS-grad,Craft-repair,36,0,0,0,0
51,Female,White,Masters,Craft-repair,31,0,0,1,1
35,Male,White,Some-college,Sales,34,0,0,0,0
47,Male,White,Some-college,Sales,37,17077,0,0,0
32,Male,Black,Masters,Prof-specialty,47,0,0,1,1
44,Male,Black,Doctorate,Prof-specialty,35,0,0,1,1
51,Male,White,HS-grad,Sales,31,0,3363,0,0
55,Male,Black,Masters,Other-service,36,0,0,1,1
50,Male,White,HS-grad,Craft-repair,32,0,0,0,0
41,Male,White,Bachelors,Exec-managerial,30,0,0,1,1
32,Male,White,Doctorate,Sales,23,0,0,1,1
47,Female,White,Masters,Other-service,40,0,0,0,1
59,Male,Black,HS-grad,Exec-managerial,34,0,0,0,0
34,Female,White,Some-college,Prof-specialty,49,0,0,0,0
22,Female,White,Bachelors,Exec-managerial,25,0,0,1,1
46,Female,White,HS-grad,Sales,34,0,0,0,0
21,Female,White,Bachelors,Craft-repair,58,0,0,1,1
27,Male,White,Some-college,Sales,30,0,0,0,0
34,Male,White,Doctorate,Adm-clerical,37,0,0,1,1
27,Male,White,HS-grad,Other-service,27,0,0,0,0
34,Female,White,Masters,Other-service,26,0,0,1,1
37,Female,White,HS-grad,Other-service,55,0,0,0,0
41,Female,White,Some-college,Adm-clerical,41,7897,0,0,0
22,Male,White,HS-grad,Adm-clerical,41,6629,0,0,0
51,Female,White,HS-grad,Craft-repair,23,11951,0,0,0
23,Male,Black,Some-college,Other-service,43,0,0,0,0
19,Male,White,HS-grad,Sales,51,0,0,0,0
30,Female,White,Bachelors,Adm-clerical,51,0,0,0,1
60,Male,White,Masters,Sales,46,0,0,1,1
60,Female,White,Some-college,Prof-specialty,28,18202,0,0,1
28,Male,White,HS-grad,Other-service,43,0,0,0,0
64,Female,White,Bachelors,Adm-clerical,46,15135,0,1,1
40,Male,White,HS-grad,Adm-clerical,22,0,0,0,0
33,Female,White,HS-grad,Craft-repair,28,0,0,0,0
48,Female,White,Bachelors,Sales,48,0,2097,1,0
28,Female,White,Masters,Craft-repair,48,0,0,1,1
33,Male,White,Some-college,Craft-repair,24,6949,0,0,0
25,Female,White,HS-grad,Sales,47,0,0,0,0
21,Male,White,HS-grad,Prof-specialty,40,0,0,0,0
57,Male,White,HS-grad,Sales,47,0,0,0,0
21,Male,White,Bachelors,Prof-specialty,33,0,0,1,1
42,Female,White,Some-college,Craft-repair,46,0,0,0,0
20,Male,White,HS-grad,Prof-specialty,48,0,0,0,0
49,Female,White,HS-grad,Other-service,36,0,0,0,0
20,Female,White,Masters,Prof-specialty,40,0,0,1,1
44,Male,White,HS-grad,Prof-specialty,33,0,0,0,0
46,Female,White,Masters,Adm-clerical,56,0,0,1,1
49,Male,White,Bachelors,Adm-clerical,38,0,0,1,1
36,Female,White,Some-college,Craft-repair,30,0,0,0,0
38,Male,White,Some-college,Sales,32,0,0,0,0
22,Male,White,Masters,Prof-specialty,41,0,0,1,1
35,Male,White,Some-college,Other-service,47,0,0,0,0
45,Male,White,Bachelors,Adm-clerical,26,0,0,0,1
59,Male,White,HS-grad,Sales,58,0,0,0,0
39,Male,White,Masters,Other-service,43,0,0,1,1
38,Male,White,Masters,Prof-specialty,44,0,0,1,1
23,Male,White,HS-grad,Sales,39,0,0,0,0
18,Male,White,HS-grad,Other-service,40,15897,0,0,0
22,Female,White,Bachelors,Exec-managerial,38,0,0,0,1
58,Male,White,HS-grad,Other-service,50,0,0,0,0
29,Female,White,Bachelors,Other-service,39,18597,0,1,1
43,Male,Black,Doctorate,Prof-specialty,47,0,0,1,1
63,Female,White,Bachelors,Sales,35,0,0,0,0
51,Male,White,Bachelors,Prof-specialty,41,0,0,1,1
31,Male,White,Masters,Prof-specialty,31,0,0,1,1
43,Female,White,Masters,Exec-managerial,52,0,0,1,1
62,Male,White,Some-college,Other-service,31,0,0,0,0
44,Female,White,Masters,Sales,36,0,0,1,1
26,Female,White,HS-grad,Craft-repair,36,0,0,0,0
43,Male,White,Some-college,Adm-clerical,36,0,0,0,0
64,Female,White,HS-grad,Prof-specialty,47,0,0,0,0
39,Male,White,Bachelors,Prof-specialty,36,0,0,1,1
64,Male,White,Masters,Prof-specialty,53,0,0,1,1
47,Male,White,Some-college,Prof-specialty,31,0,0,0,0
60,Female,Black,HS-grad,Adm-clerical,41,0,0,0,0
34,Female,Black,HS-grad,Craft-repair,32,0,0,0,0
43,Female,Black,Bachelors,Exec-managerial,44,0,0,0,1
53,Male,White,Bachelors,Craft-repair,39,0,0,0,1
18,Male,Black,HS-grad,Adm-clerical,38,0,0,0,0
25,Female,White,Masters,Sales,51,0,0,1,1
52,Male,White,Bachelors,Exec-managerial,33,0,0,1,1
32,Male,White,Some-college,Exec-managerial,45,0,0,1,1
64,Male,White,Some-college,Sales,32,0,0,0,0
39,Male,White,Masters,Other-service,41,0,0,1,1
31,Male,White,Some-college,Prof-specialty,28,0,0,0,0
43,Male,White,Bachelors,Adm-clerical,33,0,0,1,1
45,Male,White,HS-grad,Sales,39,0,0,0,0
40,Male,White,Masters,Craft-repair,58,0,0,1,1
31,Male,White,Some-college,Craft-repair,41,0,0,0,0
41,Male,White,Some-college,Other-service,56,0,0,0,0
19,Male,White,HS-grad,Sales,42,0,0,0,0
62,Male,White,Some-college,Adm-clerical,36,0,0,0,0
43,Male,White,Bachelors,Other-service,55,0,0,1,1
31,Male,White,Some-college,Other-service,44,0,0,0,0
24,Female,White,Some-college,Other-service,33,0,0,0,0
20,Female,White,Bachelors,Exec-managerial,44,0,0,1,1
64,Male,White,Doctorate,Exec-managerial,37,0,0,1,1
40,Male,White,Bachelors,Prof-specialty,20,2611,0,1,1
63,Female,White,HS-grad,Adm-clerical,49,0,0,0,0
60,Male,White,HS-grad,Craft-repair,50,0,0,0,0
64,Male,White,Masters,Craft-repair,58,0,0,1,1
62,Male,Black,Some-college,Prof-specialty,44,0,0,0,0
35,Male,White,Masters,Craft-repair,37,0,3301,1,1
55,Male,White,HS-grad,Other-service,48,0,0,0,0
52,Female,White,Some-college,Prof-specialty,48,0,0,0,1
32,Female,Black,Some-college,Prof-specialty,56,1329,2981,0,0
42,Male,White,Bachelors,Sales,39,0,1239,1,0
54,Male,White,Some-college,Exec-managerial,38,0,0,1,0
45,Male,White,Bachelors,Adm-clerical,32,0,2562,0,1
27,Male,White,Some-college,Adm-clerical,45,0,0,0,0
56,Male,White,HS-grad,Exec-managerial,24,0,0,0,0
34,Male,White,Bachelors,Other-service,47,0,347,1,1
56,Male,White,HS-grad,Adm-clerical,45,0,0,0,0
39,Male,White,Masters,Craft-repair,45,0,0,1,1
43,Male,White,HS-grad,Craft-repair,41,0,0,0,0
61,Female,White,Bachelors,Adm-clerical,55,0,0,0,1
42,Male,White,Masters,Sales,48,0,324,1,1
34,Female,Asian-Pac-Islander,Some-college,Adm-clerical,33,0,0,0,0
30,Male,White,HS-grad,Prof-specialty,34,0,0,0,0
37,Male,White,Bachelors,Other-service,31,0,0,1,1
42,Male,White,HS-grad,Prof-specialty,45,0,0,0,0
21,Male,White,Bachelors,Exec-managerial,29,12509,0,1,1
27,Male,White,Some-college,Other-service,50,0,0,0,0
20,Female,White,Some-college,Other-service,53,0,0,0,0
58,Female,White,Masters,Craft-repair,31,0,0,1,1
62,Male,Other,HS-grad,Other-service,38,0,0,0,0
35,Male,White,Some-college,Sales,40,0,0,0,0
